Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Adventdalen (78.200318N 15.840308E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2024-05-04 00:00:00+00:00	7	45	10	45	('N_90', 'S_90')	85.28	0.18
2024-05-04 00:10:00+00:00	7	46	10	46	('N_90', 'S_90')	85.13	0.18
2024-05-04 00:20:00+00:00	7	46	10	46	('N_90', 'S_90')	84.95	0.18
2024-05-04 00:30:00+00:00	4	44	6	44	('NE_90', 'SW_90')	84.76	0.18
2024-05-04 00:40:00+00:00	4	46	5	46	('NE_90', 'SW_90')	84.55	0.18
2024-05-04 00:50:00+00:00	4	47	5	47	('NE_90', 'SW_90')	84.31	0.18
2024-05-04 01:00:00+00:00	2	48	3	48	('NE_90', 'SW_90')	84.06	0.18
2024-05-04 01:10:00+00:00	1	49	2	49	('NE_90', 'SW_90')	83.79	0.18
2024-05-04 01:20:00+00:00	1	50	1	50	('NE_90', 'SW_90')	83.5	0.18
2024-05-04 01:30:00+00:00	1	51	1	51	('NE_90', 'SW_90')	83.2	0.18
2024-05-04 01:40:00+00:00	1	53	1	53	('NE_90', 'SW_90')	82.87	0.18
2024-05-04 01:50:00+00:00	1	53	1	53	('NE_90', 'SW_90')	82.54	0.18
2024-05-04 02:00:00+00:00	1	55	2	54	('NE_90', 'SW_90')	82.18	0.18
2024-05-04 02:10:00+00:00	14	84	21	83	('NE_45', 'SW_90')	81.81	0.18
2024-05-04 02:20:00+00:00	65	308	164	293	('NE_45', 'SW_90')	81.43	0.18
2024-05-04 02:30:00+00:00	71	348	188	330	('NE_45', 'SW_90')	81.03	0.18
2024-05-04 02:40:00+00:00	82	447	250	420	('NE_45', 'SW_90')	80.62	0.18
2024-05-04 02:50:00+00:00	85	459	257	430	('NE_45', 'SW_90')	80.19	0.18
2024-05-04 03:00:00+00:00	88	465	260	434	('NE_45', 'SW_90')	79.76	0.18
2024-05-04 03:10:00+00:00	92	471	265	439	('NE_45', 'SW_90')	79.31	0.18
2024-05-04 03:20:00+00:00	92	448	252	417	('NE_45', 'SW_90')	78.85	0.18
2024-05-04 03:30:00+00:00	92	413	232	384	('NE_45', 'SW_90')	78.39	0.18
2024-05-04 03:40:00+00:00	91	392	218	365	('E_45', 'W_90')	77.91	0.18
2024-05-04 03:50:00+00:00	100	464	258	429	('E_45', 'W_90')	77.43	0.18
2024-05-04 04:00:00+00:00	103	488	268	451	('E_45', 'W_90')	76.94	0.18
2024-05-04 04:10:00+00:00	106	513	278	473	('E_45', 'W_90')	76.44	0.18
2024-05-04 04:20:00+00:00	107	523	279	481	('E_45', 'W_90')	75.94	0.18
2024-05-04 04:30:00+00:00	97	424	218	394	('E_45', 'W_90')	75.44	0.18
2024-05-04 04:40:00+00:00	108	509	266	468	('E_45', 'W_90')	74.93	0.18
2024-05-04 04:50:00+00:00	114	548	286	501	('E_45', 'W_90')	74.42	0.18
2024-05-04 05:00:00+00:00	120	601	314	548	('E_45', 'W_90')	73.91	0.18
2024-05-04 05:10:00+00:00	123	613	319	557	('E_45', 'W_90')	73.39	0.18
2024-05-04 05:20:00+00:00	126	625	325	566	('E_45', 'W_90')	72.88	0.18
2024-05-04 05:30:00+00:00	128	633	328	572	('E_45', 'W_90')	72.37	0.18
2024-05-04 05:40:00+00:00	129	625	322	565	('E_45', 'W_90')	71.86	0.18
2024-05-04 05:50:00+00:00	131	633	324	571	('E_45', 'W_90')	71.35	0.18
2024-05-04 06:00:00+00:00	135	659	336	593	('E_45', 'W_90')	70.85	0.18
2024-05-04 06:10:00+00:00	137	639	332	574	('E_45', 'W_90')	70.35	0.18
2024-05-04 06:20:00+00:00	139	622	326	557	('E_45', 'W_90')	69.86	0.18
2024-05-04 06:30:00+00:00	143	629	334	562	('E_45', 'W_90')	69.38	0.18
2024-05-04 06:40:00+00:00	155	694	377	614	('SE_45', 'NW_90')	68.9	0.18
2024-05-04 06:50:00+00:00	157	713	383	630	('SE_45', 'NW_90')	68.43	0.18
2024-05-04 07:00:00+00:00	158	725	384	640	('SE_45', 'NW_90')	67.97	0.18
2024-05-04 07:10:00+00:00	159	735	386	648	('SE_45', 'NW_90')	67.53	0.18
2024-05-04 07:20:00+00:00	154	690	358	610	('SE_45', 'NW_90')	67.09	0.18
2024-05-04 07:30:00+00:00	161	745	386	656	('SE_45', 'NW_90')	66.67	0.18
2024-05-04 07:40:00+00:00	150	652	332	579	('SE_45', 'NW_90')	66.26	0.18
2024-05-04 07:50:00+00:00	104	367	173	339	('SE_45', 'NW_90')	65.86	0.18
2024-05-04 08:00:00+00:00	53	192	71	185	('SE_45', 'NW_90')	65.48	0.18
2024-05-04 08:10:00+00:00	116	425	202	388	('SE_45', 'NW_90')	65.12	0.18
2024-05-04 08:20:00+00:00	165	746	379	655	('SE_45', 'NW_90')	64.77	0.18
2024-05-04 08:30:00+00:00	171	794	405	693	('SE_45', 'NW_90')	64.44	0.18
2024-05-04 08:40:00+00:00	172	782	401	682	('SE_45', 'NW_90')	64.13	0.18
2024-05-04 08:50:00+00:00	173	774	399	674	('SE_45', 'NW_90')	63.84	0.18
2024-05-04 09:00:00+00:00	174	768	398	668	('SE_45', 'NW_90')	63.56	0.18
2024-05-04 09:10:00+00:00	175	761	396	662	('SE_45', 'NW_90')	63.31	0.18
2024-05-04 09:20:00+00:00	177	755	396	655	('SE_45', 'NW_90')	63.08	0.18
2024-05-04 09:30:00+00:00	179	755	400	654	('SE_45', 'NW_90')	62.87	0.18
2024-05-04 09:40:00+00:00	173	760	386	662	('N_90', 'S_45')	62.68	0.18
2024-05-04 09:50:00+00:00	173	763	385	665	('N_90', 'S_45')	62.52	0.18
2024-05-04 10:00:00+00:00	172	763	383	665	('N_90', 'S_45')	62.38	0.18
2024-05-04 10:10:00+00:00	172	767	383	668	('N_90', 'S_45')	62.26	0.18
