Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Adventdalen (78.200318N 15.840308E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2024-05-01 00:00:00+00:00	0	13	0	13	('N_90', 'SE_90')	86.17	0.24
2024-05-01 00:10:00+00:00	0	15	0	15	('N_90', 'SW_90')	86.02	0.24
2024-05-01 00:20:00+00:00	0	14	0	14	('N_90', 'SW_45')	85.84	0.24
2024-05-01 00:30:00+00:00	0	15	0	15	('N_90', 'SW_90')	85.65	0.24
2024-05-01 00:40:00+00:00	0	15	0	15	('N_90', 'SW_90')	85.43	0.24
2024-05-01 00:50:00+00:00	0	16	0	16	('N_90', 'SW_45')	85.2	0.24
2024-05-01 01:00:00+00:00	0	17	0	17	('N_90', 'SW_90')	84.95	0.24
2024-05-01 01:10:00+00:00	0	18	0	18	('N_90', 'SW_45')	84.68	0.24
2024-05-01 01:20:00+00:00	0	19	0	19	('N_90', 'SW_45')	84.39	0.24
2024-05-01 01:30:00+00:00	0	21	0	21	('N_90', 'SW_45')	84.08	0.24
2024-05-01 01:40:00+00:00	0	22	0	22	('N_90', 'SW_45')	83.76	0.24
2024-05-01 01:50:00+00:00	0	24	0	24	('N_90', 'SW_45')	83.42	0.24
2024-05-01 02:00:00+00:00	0	26	0	26	('N_90', 'SW_45')	83.07	0.24
2024-05-01 02:10:00+00:00	0	27	0	27	('E_45', 'W_90')	82.7	0.24
2024-05-01 02:20:00+00:00	1	29	1	29	('E_45', 'W_90')	82.31	0.24
2024-05-01 02:30:00+00:00	1	31	1	30	('E_45', 'W_90')	81.91	0.24
2024-05-01 02:40:00+00:00	0	32	1	32	('E_45', 'W_90')	81.5	0.24
2024-05-01 02:50:00+00:00	0	34	0	34	('E_45', 'W_90')	81.07	0.24
2024-05-01 03:00:00+00:00	0	37	0	37	('E_45', 'W_90')	80.64	0.24
2024-05-01 03:10:00+00:00	0	39	0	39	('N_90', 'W_90')	80.19	0.24
2024-05-01 03:20:00+00:00	0	41	0	41	('E_45', 'W_90')	79.73	0.24
2024-05-01 03:30:00+00:00	0	43	0	43	('E_45', 'W_90')	79.27	0.24
2024-05-01 03:40:00+00:00	0	46	0	46	('E_45', 'W_90')	78.79	0.24
2024-05-01 03:50:00+00:00	0	47	1	47	('E_45', 'W_90')	78.31	0.24
2024-05-01 04:00:00+00:00	0	50	0	50	('E_45', 'W_90')	77.82	0.24
2024-05-01 04:10:00+00:00	0	51	0	51	('E_45', 'W_90')	77.32	0.24
2024-05-01 04:20:00+00:00	0	53	0	53	('E_45', 'NW_90')	76.82	0.24
2024-05-01 04:30:00+00:00	1	54	1	54	('E_45', 'NW_45')	76.32	0.24
