Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Ny-Alesund (78.92240N 11.92174E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2025-04-02 00:00:00+00:00	NaN	NaN	NaN	NaN	nan	95.94	0.85
2025-04-02 00:10:00+00:00	NaN	NaN	NaN	NaN	nan	95.83	0.85
2025-04-02 00:20:00+00:00	NaN	NaN	NaN	NaN	nan	95.71	0.85
2025-04-02 00:30:00+00:00	NaN	NaN	NaN	NaN	nan	95.56	0.85
2025-04-02 00:40:00+00:00	NaN	NaN	NaN	NaN	nan	95.4	0.85
2025-04-02 00:50:00+00:00	NaN	NaN	NaN	NaN	nan	95.21	0.85
2025-04-02 01:00:00+00:00	NaN	NaN	NaN	NaN	nan	95.01	0.85
2025-04-02 01:10:00+00:00	NaN	NaN	NaN	NaN	nan	94.78	0.85
2025-04-02 01:20:00+00:00	NaN	NaN	NaN	NaN	nan	94.54	0.85
2025-04-02 01:30:00+00:00	NaN	NaN	NaN	NaN	nan	94.28	0.85
2025-04-02 01:40:00+00:00	NaN	NaN	NaN	NaN	nan	94.01	0.85
2025-04-02 01:50:00+00:00	NaN	NaN	NaN	NaN	nan	93.72	0.85
2025-04-02 02:00:00+00:00	NaN	NaN	NaN	NaN	nan	93.41	0.85
2025-04-02 02:10:00+00:00	NaN	NaN	NaN	NaN	nan	93.08	0.85
2025-04-02 02:20:00+00:00	NaN	NaN	NaN	NaN	nan	92.74	0.85
2025-04-02 02:30:00+00:00	NaN	NaN	NaN	NaN	nan	92.39	0.85
2025-04-02 02:40:00+00:00	NaN	NaN	NaN	NaN	nan	92.02	0.85
2025-04-02 02:50:00+00:00	NaN	NaN	NaN	NaN	nan	91.64	0.85
2025-04-02 03:00:00+00:00	NaN	NaN	NaN	NaN	nan	91.24	0.85
2025-04-02 03:10:00+00:00	NaN	NaN	NaN	NaN	nan	90.84	0.85
2025-04-02 03:20:00+00:00	NaN	NaN	NaN	NaN	nan	90.42	0.85
2025-04-02 03:30:00+00:00	0.0	11.0	5.0	11.0	all	89.99	0.85
2025-04-02 03:40:00+00:00	3.0	14.0	7.0	14.0	all	89.56	0.85
2025-04-02 03:50:00+00:00	5.0	15.0	8.0	15.0	all	89.12	0.85
2025-04-02 04:00:00+00:00	6.0	16.0	9.0	16.0	all	88.66	0.85
2025-04-02 04:10:00+00:00	6.0	15.0	8.0	15.0	all	88.2	0.85
2025-04-02 04:20:00+00:00	5.0	15.0	7.0	15.0	all	87.74	0.85
2025-04-02 04:30:00+00:00	5.0	15.0	6.0	15.0	all	87.27	0.85
2025-04-02 04:40:00+00:00	4.0	17.0	5.0	17.0	all	86.8	0.85
2025-04-02 04:50:00+00:00	4.0	19.0	5.0	19.0	all	86.32	0.85
2025-04-02 05:00:00+00:00	4.0	24.0	5.0	24.0	all	85.84	0.85
2025-04-02 05:10:00+00:00	5.0	30.0	7.0	30.0	all	85.36	0.85
2025-04-02 05:20:00+00:00	8.0	34.0	11.0	34.0	all	84.87	0.85
2025-04-02 05:30:00+00:00	14.0	38.0	17.0	38.0	all	84.39	0.85
2025-04-02 05:40:00+00:00	22.0	46.0	29.0	45.0	all	83.91	0.85
2025-04-02 05:50:00+00:00	41.0	63.0	57.0	61.0	all	83.43	0.85
2025-04-02 06:00:00+00:00	9.0	38.0	11.0	38.0	all	82.95	0.85
2025-04-02 06:10:00+00:00	12.0	43.0	15.0	42.0	all	82.48	0.85
2025-04-02 06:20:00+00:00	9.0	44.0	11.0	44.0	all	82.01	0.85
2025-04-02 06:30:00+00:00	6.0	43.0	7.0	43.0	all	81.54	0.85
