Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Ny-Alesund (78.92240N 11.92174E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2025-04-05 00:00:00+00:00	NaN	NaN	NaN	NaN	nan	94.78	0.84
2025-04-05 00:10:00+00:00	NaN	NaN	NaN	NaN	nan	94.68	0.84
2025-04-05 00:20:00+00:00	NaN	NaN	NaN	NaN	nan	94.55	0.84
2025-04-05 00:30:00+00:00	NaN	NaN	NaN	NaN	nan	94.4	0.84
2025-04-05 00:40:00+00:00	NaN	NaN	NaN	NaN	nan	94.24	0.84
2025-04-05 00:50:00+00:00	NaN	NaN	NaN	NaN	nan	94.05	0.84
2025-04-05 01:00:00+00:00	NaN	NaN	NaN	NaN	nan	93.85	0.84
2025-04-05 01:10:00+00:00	NaN	NaN	NaN	NaN	nan	93.62	0.84
2025-04-05 01:20:00+00:00	NaN	NaN	NaN	NaN	nan	93.38	0.84
2025-04-05 01:30:00+00:00	NaN	NaN	NaN	NaN	nan	93.12	0.84
2025-04-05 01:40:00+00:00	NaN	NaN	NaN	NaN	nan	92.84	0.84
2025-04-05 01:50:00+00:00	NaN	NaN	NaN	NaN	nan	92.55	0.84
2025-04-05 02:00:00+00:00	NaN	NaN	NaN	NaN	nan	92.24	0.84
2025-04-05 02:10:00+00:00	NaN	NaN	NaN	NaN	nan	91.92	0.84
2025-04-05 02:20:00+00:00	NaN	NaN	NaN	NaN	nan	91.58	0.84
2025-04-05 02:30:00+00:00	NaN	NaN	NaN	NaN	nan	91.22	0.84
2025-04-05 02:40:00+00:00	NaN	NaN	NaN	NaN	nan	90.85	0.84
2025-04-05 02:50:00+00:00	NaN	NaN	NaN	NaN	nan	90.47	0.84
2025-04-05 03:00:00+00:00	NaN	NaN	NaN	NaN	nan	90.08	0.84
2025-04-05 03:10:00+00:00	1.0	7.0	1.0	7.0	all	89.67	0.84
2025-04-05 03:20:00+00:00	0.0	9.0	1.0	9.0	all	89.25	0.84
2025-04-05 03:30:00+00:00	NaN	NaN	NaN	NaN	nan	88.83	0.84
2025-04-05 03:40:00+00:00	0.0	18.0	0.0	18.0	all	88.39	0.84
2025-04-05 03:50:00+00:00	4.0	23.0	7.0	23.0	all	87.95	0.84
2025-04-05 04:00:00+00:00	2.0	21.0	3.0	21.0	all	87.5	0.84
2025-04-05 04:10:00+00:00	5.0	36.0	8.0	36.0	all	87.04	0.84
2025-04-05 04:20:00+00:00	7.0	39.0	10.0	39.0	all	86.57	0.84
2025-04-05 04:30:00+00:00	6.0	34.0	8.0	34.0	all	86.1	0.84
2025-04-05 04:40:00+00:00	5.0	32.0	6.0	32.0	all	85.63	0.84
2025-04-05 04:50:00+00:00	2.0	31.0	3.0	31.0	all	85.15	0.84
2025-04-05 05:00:00+00:00	1.0	37.0	1.0	37.0	all	84.67	0.84
2025-04-05 05:10:00+00:00	NaN	NaN	NaN	NaN	nan	84.19	0.84
2025-04-05 05:20:00+00:00	NaN	NaN	NaN	NaN	nan	83.71	0.84
2025-04-05 05:30:00+00:00	NaN	NaN	NaN	NaN	nan	83.22	0.84
2025-04-05 05:40:00+00:00	1.0	62.0	1.0	62.0	all	82.74	0.84
2025-04-05 05:50:00+00:00	1.0	45.0	1.0	45.0	all	82.26	0.84
2025-04-05 06:00:00+00:00	0.0	42.0	0.0	42.0	all	81.78	0.84
2025-04-05 06:10:00+00:00	1.0	43.0	2.0	43.0	all	81.31	0.84
2025-04-05 06:20:00+00:00	NaN	NaN	NaN	NaN	nan	80.84	0.84
2025-04-05 06:30:00+00:00	8.0	75.0	11.0	75.0	all	80.38	0.84
2025-04-05 06:40:00+00:00	12.0	64.0	16.0	64.0	all	79.92	0.84
2025-04-05 06:50:00+00:00	16.0	62.0	20.0	61.0	all	79.47	0.84
2025-04-05 07:00:00+00:00	15.0	74.0	19.0	73.0	all	79.02	0.84
2025-04-05 07:10:00+00:00	51.0	140.0	78.0	135.0	all	78.59	0.84
2025-04-05 07:20:00+00:00	32.0	139.0	47.0	135.0	all	78.16	0.84
2025-04-05 07:30:00+00:00	10.0	109.0	13.0	108.0	all	77.75	0.84
2025-04-05 07:40:00+00:00	5.0	95.0	6.0	94.0	all	77.35	0.84
2025-04-05 07:50:00+00:00	5.0	68.0	6.0	67.0	all	76.96	0.84
2025-04-05 08:00:00+00:00	3.0	69.0	4.0	69.0	all	76.58	0.84
2025-04-05 08:10:00+00:00	6.0	87.0	8.0	86.0	all	76.21	0.84
2025-04-05 08:20:00+00:00	12.0	104.0	16.0	103.0	all	75.86	0.84
2025-04-05 08:30:00+00:00	36.0	131.0	50.0	127.0	all	75.53	0.84
2025-04-05 08:40:00+00:00	35.0	120.0	47.0	117.0	all	75.21	0.84
2025-04-05 08:50:00+00:00	55.0	127.0	74.0	122.0	all	74.9	0.84
2025-04-05 09:00:00+00:00	27.0	100.0	34.0	98.0	all	74.62	0.84
2025-04-05 09:10:00+00:00	14.0	111.0	18.0	110.0	all	74.35	0.84
2025-04-05 09:20:00+00:00	18.0	112.0	23.0	110.0	all	74.1	0.84
2025-04-05 09:30:00+00:00	24.0	121.0	32.0	119.0	all	73.87	0.84
2025-04-05 09:40:00+00:00	23.0	121.0	30.0	119.0	all	73.65	0.84
2025-04-05 09:50:00+00:00	17.0	117.0	22.0	116.0	all	73.46	0.84
2025-04-05 10:00:00+00:00	17.0	125.0	22.0	124.0	all	73.29	0.84
2025-04-05 10:10:00+00:00	20.0	134.0	27.0	132.0	all	73.13	0.84
2025-04-05 10:20:00+00:00	16.0	126.0	21.0	124.0	all	73.0	0.84
