Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Ny-Alesund (78.92240N 11.92174E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2025-03-27 00:00:00+00:00	NaN	NaN	NaN	NaN	nan	98.28	0.87
2025-03-27 00:10:00+00:00	NaN	NaN	NaN	NaN	nan	98.18	0.87
2025-03-27 00:20:00+00:00	NaN	NaN	NaN	NaN	nan	98.06	0.87
2025-03-27 00:30:00+00:00	NaN	NaN	NaN	NaN	nan	97.92	0.87
2025-03-27 00:40:00+00:00	NaN	NaN	NaN	NaN	nan	97.75	0.87
2025-03-27 00:50:00+00:00	NaN	NaN	NaN	NaN	nan	97.57	0.87
2025-03-27 01:00:00+00:00	NaN	NaN	NaN	NaN	nan	97.37	0.87
2025-03-27 01:10:00+00:00	NaN	NaN	NaN	NaN	nan	97.15	0.87
2025-03-27 01:20:00+00:00	NaN	NaN	NaN	NaN	nan	96.91	0.87
2025-03-27 01:30:00+00:00	NaN	NaN	NaN	NaN	nan	96.65	0.87
2025-03-27 01:40:00+00:00	NaN	NaN	NaN	NaN	nan	96.37	0.87
2025-03-27 01:50:00+00:00	NaN	NaN	NaN	NaN	nan	96.08	0.87
2025-03-27 02:00:00+00:00	NaN	NaN	NaN	NaN	nan	95.77	0.87
2025-03-27 02:10:00+00:00	NaN	NaN	NaN	NaN	nan	95.45	0.87
2025-03-27 02:20:00+00:00	NaN	NaN	NaN	NaN	nan	95.11	0.87
2025-03-27 02:30:00+00:00	NaN	NaN	NaN	NaN	nan	94.76	0.87
2025-03-27 02:40:00+00:00	NaN	NaN	NaN	NaN	nan	94.39	0.87
2025-03-27 02:50:00+00:00	NaN	NaN	NaN	NaN	nan	94.01	0.87
2025-03-27 03:00:00+00:00	NaN	NaN	NaN	NaN	nan	93.61	0.87
2025-03-27 03:10:00+00:00	NaN	NaN	NaN	NaN	nan	93.21	0.87
2025-03-27 03:20:00+00:00	NaN	NaN	NaN	NaN	nan	92.79	0.87
2025-03-27 03:30:00+00:00	NaN	NaN	NaN	NaN	nan	92.37	0.87
2025-03-27 03:40:00+00:00	NaN	NaN	NaN	NaN	nan	91.93	0.87
2025-03-27 03:50:00+00:00	NaN	NaN	NaN	NaN	nan	91.49	0.87
2025-03-27 04:00:00+00:00	NaN	NaN	NaN	NaN	nan	91.04	0.87
2025-03-27 04:10:00+00:00	NaN	NaN	NaN	NaN	nan	90.58	0.87
2025-03-27 04:20:00+00:00	NaN	NaN	NaN	NaN	nan	90.11	0.87
2025-03-27 04:30:00+00:00	3.0	12.0	6.0	12.0	all	89.64	0.87
2025-03-27 04:40:00+00:00	6.0	20.0	13.0	20.0	all	89.17	0.87
2025-03-27 04:50:00+00:00	14.0	36.0	30.0	35.0	all	88.69	0.87
2025-03-27 05:00:00+00:00	18.0	43.0	36.0	42.0	all	88.21	0.87
2025-03-27 05:10:00+00:00	11.0	36.0	18.0	36.0	all	87.73	0.87
