Date of production: 2025-05-14
Produced by: Arthur Garreau
Best estimation of beam and diffuse irradiance with GLOB using the Faiman et al. (1992) method.
Location: Ny-Alesund (78.92240N 11.92174E).
[UTC]		[W m-2]	 [W m-2]	  [W m-2]	 [W m-2]	 [/]	 [°]	 [/]
Timestamp	Beam	Diffuse	Beam_prime	Diffuse_prime	Best_Combination	Solar zenith	Albedo
2025-03-26 00:00:00+00:00	NaN	NaN	NaN	NaN	nan	98.68	0.87
2025-03-26 00:10:00+00:00	NaN	NaN	NaN	NaN	nan	98.58	0.87
2025-03-26 00:20:00+00:00	NaN	NaN	NaN	NaN	nan	98.45	0.87
2025-03-26 00:30:00+00:00	NaN	NaN	NaN	NaN	nan	98.31	0.87
2025-03-26 00:40:00+00:00	NaN	NaN	NaN	NaN	nan	98.15	0.87
2025-03-26 00:50:00+00:00	NaN	NaN	NaN	NaN	nan	97.97	0.87
2025-03-26 01:00:00+00:00	NaN	NaN	NaN	NaN	nan	97.76	0.87
2025-03-26 01:10:00+00:00	NaN	NaN	NaN	NaN	nan	97.54	0.87
2025-03-26 01:20:00+00:00	NaN	NaN	NaN	NaN	nan	97.3	0.87
2025-03-26 01:30:00+00:00	NaN	NaN	NaN	NaN	nan	97.05	0.87
2025-03-26 01:40:00+00:00	NaN	NaN	NaN	NaN	nan	96.77	0.87
2025-03-26 01:50:00+00:00	NaN	NaN	NaN	NaN	nan	96.48	0.87
2025-03-26 02:00:00+00:00	NaN	NaN	NaN	NaN	nan	96.17	0.87
2025-03-26 02:10:00+00:00	NaN	NaN	NaN	NaN	nan	95.85	0.87
2025-03-26 02:20:00+00:00	NaN	NaN	NaN	NaN	nan	95.51	0.87
2025-03-26 02:30:00+00:00	NaN	NaN	NaN	NaN	nan	95.16	0.87
2025-03-26 02:40:00+00:00	NaN	NaN	NaN	NaN	nan	94.79	0.87
2025-03-26 02:50:00+00:00	NaN	NaN	NaN	NaN	nan	94.41	0.87
2025-03-26 03:00:00+00:00	NaN	NaN	NaN	NaN	nan	94.01	0.87
2025-03-26 03:10:00+00:00	NaN	NaN	NaN	NaN	nan	93.61	0.87
2025-03-26 03:20:00+00:00	NaN	NaN	NaN	NaN	nan	93.19	0.87
2025-03-26 03:30:00+00:00	NaN	NaN	NaN	NaN	nan	92.77	0.87
2025-03-26 03:40:00+00:00	NaN	NaN	NaN	NaN	nan	92.33	0.87
2025-03-26 03:50:00+00:00	NaN	NaN	NaN	NaN	nan	91.89	0.87
2025-03-26 04:00:00+00:00	NaN	NaN	NaN	NaN	nan	91.43	0.87
2025-03-26 04:10:00+00:00	NaN	NaN	NaN	NaN	nan	90.98	0.87
2025-03-26 04:20:00+00:00	NaN	NaN	NaN	NaN	nan	90.51	0.87
2025-03-26 04:30:00+00:00	NaN	NaN	NaN	NaN	nan	90.04	0.87
2025-03-26 04:40:00+00:00	1.0	6.0	1.0	6.0	all	89.57	0.87
2025-03-26 04:50:00+00:00	1.0	7.0	1.0	7.0	all	89.09	0.87
2025-03-26 05:00:00+00:00	1.0	9.0	2.0	9.0	all	88.61	0.87
2025-03-26 05:10:00+00:00	1.0	11.0	2.0	11.0	all	88.13	0.87
2025-03-26 05:20:00+00:00	1.0	13.0	2.0	13.0	all	87.64	0.87
2025-03-26 05:30:00+00:00	2.0	17.0	2.0	17.0	all	87.16	0.87
2025-03-26 05:40:00+00:00	3.0	22.0	4.0	22.0	all	86.68	0.87
2025-03-26 05:50:00+00:00	4.0	27.0	5.0	27.0	all	86.2	0.87
2025-03-26 06:00:00+00:00	4.0	32.0	6.0	32.0	all	85.72	0.87
2025-03-26 06:10:00+00:00	6.0	37.0	8.0	36.0	all	85.25	0.87
2025-03-26 06:20:00+00:00	9.0	42.0	12.0	42.0	all	84.78	0.87
2025-03-26 06:30:00+00:00	7.0	47.0	10.0	47.0	all	84.31	0.87
2025-03-26 06:40:00+00:00	6.0	51.0	8.0	50.0	all	83.85	0.87
2025-03-26 06:50:00+00:00	7.0	53.0	9.0	53.0	all	83.4	0.87
2025-03-26 07:00:00+00:00	8.0	55.0	11.0	55.0	all	82.96	0.87
2025-03-26 07:10:00+00:00	11.0	59.0	14.0	59.0	all	82.52	0.87
2025-03-26 07:20:00+00:00	13.0	70.0	18.0	69.0	all	82.1	0.87
2025-03-26 07:30:00+00:00	11.0	81.0	16.0	81.0	all	81.68	0.87
2025-03-26 07:40:00+00:00	8.0	86.0	12.0	85.0	all	81.28	0.87
2025-03-26 07:50:00+00:00	9.0	79.0	12.0	78.0	all	80.89	0.87
2025-03-26 08:00:00+00:00	11.0	81.0	15.0	81.0	all	80.51	0.87
2025-03-26 08:10:00+00:00	13.0	95.0	18.0	95.0	all	80.14	0.87
2025-03-26 08:20:00+00:00	25.0	105.0	36.0	104.0	all	79.79	0.87
2025-03-26 08:30:00+00:00	45.0	116.0	66.0	112.0	all	79.46	0.87
2025-03-26 08:40:00+00:00	58.0	134.0	88.0	128.0	all	79.13	0.87
2025-03-26 08:50:00+00:00	89.0	181.0	150.0	169.0	all	78.83	0.87
2025-03-26 09:00:00+00:00	136.0	272.0	272.0	245.0	all	78.54	0.87
2025-03-26 09:10:00+00:00	102.0	214.0	179.0	198.0	all	78.27	0.87
2025-03-26 09:20:00+00:00	99.0	203.0	170.0	188.0	all	78.02	0.87
2025-03-26 09:30:00+00:00	82.0	187.0	134.0	176.0	all	77.78	0.87
2025-03-26 09:40:00+00:00	54.0	153.0	82.0	147.0	all	77.56	0.87
2025-03-26 09:50:00+00:00	51.0	132.0	73.0	127.0	all	77.37	0.87
2025-03-26 10:00:00+00:00	58.0	139.0	84.0	133.0	all	77.19	0.87
2025-03-26 10:10:00+00:00	63.0	150.0	94.0	143.0	all	77.03	0.87
2025-03-26 10:20:00+00:00	43.0	126.0	60.0	122.0	all	76.9	0.87
2025-03-26 10:30:00+00:00	23.0	96.0	30.0	95.0	all	76.78	0.87
2025-03-26 10:40:00+00:00	31.0	99.0	41.0	96.0	all	76.69	0.87
2025-03-26 10:50:00+00:00	43.0	113.0	58.0	109.0	all	76.61	0.87
2025-03-26 11:00:00+00:00	32.0	104.0	42.0	102.0	all	76.56	0.87
2025-03-26 11:10:00+00:00	17.0	95.0	22.0	94.0	all	76.53	0.87
2025-03-26 11:20:00+00:00	13.0	109.0	18.0	108.0	all	76.52	0.87
2025-03-26 11:30:00+00:00	24.0	129.0	34.0	127.0	all	76.54	0.87
2025-03-26 11:40:00+00:00	23.0	118.0	31.0	116.0	all	76.57	0.87
2025-03-26 11:50:00+00:00	21.0	109.0	28.0	108.0	all	76.63	0.87
2025-03-26 12:00:00+00:00	39.0	127.0	55.0	123.0	all	76.7	0.87
2025-03-26 12:10:00+00:00	30.0	131.0	43.0	128.0	all	76.8	0.87
2025-03-26 12:20:00+00:00	34.0	143.0	50.0	140.0	all	76.92	0.87
2025-03-26 12:30:00+00:00	48.0	156.0	72.0	150.0	all	77.06	0.87
2025-03-26 12:40:00+00:00	30.0	134.0	43.0	131.0	all	77.22	0.87
2025-03-26 12:50:00+00:00	23.0	110.0	32.0	109.0	all	77.4	0.87
2025-03-26 13:00:00+00:00	19.0	90.0	25.0	89.0	all	77.6	0.87
2025-03-26 13:10:00+00:00	18.0	85.0	23.0	83.0	all	77.82	0.87
2025-03-26 13:20:00+00:00	18.0	87.0	23.0	86.0	all	78.05	0.87
2025-03-26 13:30:00+00:00	17.0	87.0	22.0	86.0	all	78.31	0.87
2025-03-26 13:40:00+00:00	14.0	90.0	19.0	89.0	all	78.58	0.87
2025-03-26 13:50:00+00:00	17.0	96.0	23.0	95.0	all	78.87	0.87
2025-03-26 14:00:00+00:00	27.0	98.0	38.0	97.0	all	79.18	0.87
2025-03-26 14:10:00+00:00	17.0	82.0	22.0	81.0	all	79.5	0.87
2025-03-26 14:20:00+00:00	16.0	79.0	22.0	78.0	all	79.84	0.87
2025-03-26 14:30:00+00:00	20.0	79.0	27.0	78.0	all	80.19	0.87
2025-03-26 14:40:00+00:00	25.0	79.0	34.0	78.0	all	80.56	0.87
2025-03-26 14:50:00+00:00	33.0	77.0	45.0	75.0	all	80.94	0.87
2025-03-26 15:00:00+00:00	68.0	105.0	103.0	100.0	all	81.33	0.87
2025-03-26 15:10:00+00:00	110.0	159.0	200.0	147.0	all	81.73	0.87
2025-03-26 15:20:00+00:00	133.0	203.0	276.0	183.0	all	82.15	0.87
2025-03-26 15:30:00+00:00	130.0	201.0	278.0	182.0	all	82.57	0.87
2025-03-26 15:40:00+00:00	115.0	172.0	235.0	158.0	all	83.01	0.87
2025-03-26 15:50:00+00:00	107.0	160.0	217.0	147.0	all	83.45	0.87
2025-03-26 16:00:00+00:00	100.0	148.0	201.0	137.0	all	83.9	0.87
2025-03-26 16:10:00+00:00	100.0	154.0	214.0	142.0	all	84.35	0.87
2025-03-26 16:20:00+00:00	99.0	153.0	221.0	142.0	all	84.81	0.87
2025-03-26 16:30:00+00:00	90.0	137.0	200.0	128.0	all	85.28	0.87
2025-03-26 16:40:00+00:00	14.0	34.0	18.0	34.0	all	85.75	0.87
2025-03-26 16:50:00+00:00	6.0	27.0	8.0	27.0	all	86.22	0.87
2025-03-26 17:00:00+00:00	6.0	25.0	8.0	25.0	all	86.7	0.87
2025-03-26 17:10:00+00:00	6.0	23.0	7.0	23.0	all	87.18	0.87
2025-03-26 17:20:00+00:00	5.0	20.0	7.0	20.0	all	87.65	0.87
2025-03-26 17:30:00+00:00	5.0	18.0	6.0	18.0	all	88.13	0.87
2025-03-26 17:40:00+00:00	4.0	16.0	6.0	16.0	all	88.61	0.87
2025-03-26 17:50:00+00:00	3.0	13.0	5.0	13.0	all	89.08	0.87
2025-03-26 18:00:00+00:00	2.0	11.0	4.0	11.0	all	89.55	0.87
2025-03-26 18:10:00+00:00	NaN	NaN	NaN	NaN	nan	90.02	0.87
2025-03-26 18:20:00+00:00	NaN	NaN	NaN	NaN	nan	90.48	0.87
2025-03-26 18:30:00+00:00	NaN	NaN	NaN	NaN	nan	90.94	0.87
2025-03-26 18:40:00+00:00	NaN	NaN	NaN	NaN	nan	91.39	0.87
